New PAW TMT results file!
Program "PAW_quantitative_report.py" run on Sun Oct 15 16:01:44 2017
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_PAMI_GMCSF_A_TMT_20161027	Total_PAMI_GMCSF_B_TMT_20161028	Total_PAMI_GMCSF_C_TMT_20161031	Total_PAMI_GMCSF_D_TMT_20161101	Unique_PAMI_GMCSF_A_TMT_20161027	Unique_PAMI_GMCSF_B_TMT_20161028	Unique_PAMI_GMCSF_C_TMT_20161031	Unique_PAMI_GMCSF_D_TMT_20161101	Corrected_PAMI_GMCSF_A_TMT_20161027	Corrected_PAMI_GMCSF_B_TMT_20161028	Corrected_PAMI_GMCSF_C_TMT_20161031	Corrected_PAMI_GMCSF_D_TMT_20161101	PSMs_Used_PAMI_GMCSF_A_TMT_20161027	TotInt_126C_PAMI_GMCSF_A_TMT_20161027	TotInt_127N_PAMI_GMCSF_A_TMT_20161027	TotInt_127C_PAMI_GMCSF_A_TMT_20161027	TotInt_128N_PAMI_GMCSF_A_TMT_20161027	TotInt_128C_PAMI_GMCSF_A_TMT_20161027	TotInt_129N_PAMI_GMCSF_A_TMT_20161027	TotInt_129C_PAMI_GMCSF_A_TMT_20161027	TotInt_130N_PAMI_GMCSF_A_TMT_20161027	TotInt_130C_PAMI_GMCSF_A_TMT_20161027	TotInt_131N_PAMI_GMCSF_A_TMT_20161027	PSMs_Used_PAMI_GMCSF_B_TMT_20161028	TotInt_126C_PAMI_GMCSF_B_TMT_20161028	TotInt_127N_PAMI_GMCSF_B_TMT_20161028	TotInt_127C_PAMI_GMCSF_B_TMT_20161028	TotInt_128N_PAMI_GMCSF_B_TMT_20161028	TotInt_128C_PAMI_GMCSF_B_TMT_20161028	TotInt_129N_PAMI_GMCSF_B_TMT_20161028	TotInt_129C_PAMI_GMCSF_B_TMT_20161028	TotInt_130N_PAMI_GMCSF_B_TMT_20161028	TotInt_130C_PAMI_GMCSF_B_TMT_20161028	TotInt_131N_PAMI_GMCSF_B_TMT_20161028	PSMs_Used_PAMI_GMCSF_C_TMT_20161031	TotInt_126C_PAMI_GMCSF_C_TMT_20161031	TotInt_127N_PAMI_GMCSF_C_TMT_20161031	TotInt_127C_PAMI_GMCSF_C_TMT_20161031	TotInt_128N_PAMI_GMCSF_C_TMT_20161031	TotInt_128C_PAMI_GMCSF_C_TMT_20161031	TotInt_129N_PAMI_GMCSF_C_TMT_20161031	TotInt_129C_PAMI_GMCSF_C_TMT_20161031	TotInt_130N_PAMI_GMCSF_C_TMT_20161031	TotInt_130C_PAMI_GMCSF_C_TMT_20161031	TotInt_131N_PAMI_GMCSF_C_TMT_20161031	PSMs_Used_PAMI_GMCSF_D_TMT_20161101	TotInt_126C_PAMI_GMCSF_D_TMT_20161101	TotInt_127N_PAMI_GMCSF_D_TMT_20161101	TotInt_127C_PAMI_GMCSF_D_TMT_20161101	TotInt_128N_PAMI_GMCSF_D_TMT_20161101	TotInt_128C_PAMI_GMCSF_D_TMT_20161101	TotInt_129N_PAMI_GMCSF_D_TMT_20161101	TotInt_129C_PAMI_GMCSF_D_TMT_20161101	TotInt_130N_PAMI_GMCSF_D_TMT_20161101	TotInt_130C_PAMI_GMCSF_D_TMT_20161101	TotInt_131N_PAMI_GMCSF_D_TMT_20161101
836	1	sp|P27870|VAV_MOUSE	 	 	 	 	3.6	845	98136	Proto-oncogene vav OS=Mus musculus GN=Vav1 PE=1 SV=1	4	4	1.000	2	1	1	0	2	1	1	0	2.000	1.000	1.000	0.000	2	110950.260742	66923.416016	96705.59375	57661.0	66668.695312	66944.90039	60069.70459	64603.801758	59523.651856	57118.28418	1	19517.263672	11421.31543	19864.078125	36866.046875	16741.091797	13000.469727	8742.144531	19839.128906	15328.704102	22665.798828	1	3090.873535	1247.179688	2310.038086	2138.318848	4624.078125	1460.009155	1793.305908	2119.451416	2902.718506	3104.91748	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
837	1	sp|P28063|PSB8_MOUSE	 	 	 	 	53.6	276	30260	Proteasome subunit beta type-8 OS=Mus musculus GN=Psmb8 PE=1 SV=2	56	56	1.000	13	15	12	16	13	15	12	16	13.000	15.000	12.000	16.000	13	643354.289186	720799.677184	737241.044678	373287.492189	576354.383669	487829.958739	341574.117554	498141.041747	368781.643677	615493.085082	15	454067.247038	412184.602937	480213.053589	671570.626526	405550.338196	385890.18506	431303.526124	385644.884765	449998.76709	635492.002441	12	427050.06421	387217.182616	310694.932494	490970.241577	582091.367188	380219.690919	473337.606323	401790.919312	450034.373779	507094.359863	16	672380.733887	470378.240357	554549.976196	552200.616089	545330.290772	651815.953735	530028.596435	834518.111695	425790.124999	600830.849487
838	1	sp|P28271|ACOC_MOUSE	 	 	sp|P28271|ACOC_MOUSE, sp|Q811J3|IREB2_MOUSE	 	53.5	889	98124	Cytoplasmic aconitate hydratase OS=Mus musculus GN=Aco1 PE=1 SV=3	250	248	0.992	66	63	61	60	65	62	61	60	65.985	62.984	61.000	60.000	65	3657524.39123	3607831.41529	3439576.41235	3242386.89597	3265293.14282	3165216.83722	2934228.31397	3266350.83874	3413536.74817	2907239.95304	62	4663063.41431	3306175.24262	4132612.42816	3448355.05823	3372867.06293	3471571.83282	3449614.43015	4718729.82593	3519916.44031	3735389.16931	61	4076678.72962	3771188.47974	3953984.61109	4184884.7746	2703817.44959	3417979.20569	3578934.07221	3196938.64679	3491631.80579	3524381.40488	60	3768815.71753	2704807.43432	2983422.41064	2556268.08756	3031528.06427	3329503.3786	2651641.06598	2358019.5509	2734888.42401	3171434.51483
839	1	sp|P28352|APEX1_MOUSE	 	 	 	 	40.1	317	35490	DNA-(apurinic or apyrimidinic site) lyase OS=Mus musculus GN=Apex1 PE=1 SV=2	35	35	1.000	9	9	10	7	9	9	10	7	9.000	9.000	10.000	7.000	9	211781.735108	281325.941651	260945.755005	201468.115601	183403.565917	198415.990234	179241.252319	190063.832154	243147.167725	157761.241975	9	205107.19632	159599.644898	158342.197632	220229.745849	121326.438966	141622.095582	43298.455628	191432.298949	114268.392822	195575.88086	10	293150.747194	233063.699889	300984.933228	218363.443847	262672.237609	272402.677368	243061.500611	197626.840363	252925.661255	236738.260712	7	173784.117065	144387.890624	208613.306885	157107.717042	170528.998534	151682.062622	148864.36206	201480.796142	161679.677978	167642.322389
840	1	sp|P28474|ADHX_MOUSE	 	 	sp|P28474|ADHX_MOUSE, sp|Q64437|ADH7_MOUSE	 	49.5	374	39547	Alcohol dehydrogenase class-3 OS=Mus musculus GN=Adh5 PE=1 SV=3	107	86	0.804	29	23	27	28	24	18	21	23	28.800	22.286	26.727	27.792	24	1018616.45654	742846.363252	1121413.89697	1010003.79773	902709.734985	798098.316834	663958.57489	815723.279419	670471.751405	574736.385133	18	2453441.53039	1517377.20837	2231823.27759	1616321.95496	1659081.33386	1720435.15259	1725770.16235	3421646.36597	1782539.81592	2174124.60229	21	2579564.56866	1618419.08313	2848313.45752	2589599.97314	1840939.22949	2249037.14593	2161792.69177	2100897.39087	2169749.2749	2296852.24805	23	1496958.4906	1113703.21509	1012455.9552	1201937.96558	1426522.51929	1417102.92114	1101121.27466	1051532.26575	976307.712892	1274245.05408
841	1	sp|P28650|PURA1_MOUSE	 	 	sp|P28650|PURA1_MOUSE, sp|P46664|PURA2_MOUSE	 	26.9	457	50254	Adenylosuccinate synthetase isozyme 1 OS=Mus musculus GN=Adssl1 PE=1 SV=2	31	25	0.806	10	6	7	8	9	5	5	6	9.450	5.312	5.500	6.667	9	107010.056151	81130.781127	120450.280302	98321.979615	84747.223907	96632.641539	93147.985595	91439.085449	85805.623475	71949.948242	5	9155.411255	4754.047852	10172.257324	7737.896973	7200.366944	11124.415527	5925.190185	10760.703247	6065.483764	12857.6969	5	27652.813478	18960.665649	27111.748292	22331.167482	53065.473144	24384.131836	24089.348877	21589.572754	29272.925049	39980.748535	6	28612.521851	18632.153137	18113.245056	27763.079834	22765.612427	42073.063843	18288.052124	57371.037841	13162.294739	22185.830933
843	1	sp|P28653|PGS1_MOUSE	 	 	sp|P28653|PGS1_MOUSE, sp|P28654|PGS2_MOUSE	 	52.8	369	41639	Biglycan OS=Mus musculus GN=Bgn PE=1 SV=1	120	116	0.967	30	27	30	33	30	27	28	31	30.000	27.000	28.549	31.653	30	791317.461305	1654534.10474	1704509.12793	897652.806884	757685.141356	1163103.6294	685112.573851	1224860.55054	1211977.7063	1366516.66834	27	1109096.27661	650910.672671	867446.174195	850200.142821	721703.695554	529372.855532	1139407.45093	746480.311523	722221.264525	806941.602172	28	1537836.28552	1954480.05408	1700023.08399	1111075.0459	1988389.21826	913079.729492	936585.562135	1256172.86639	1407626.30054	1183795.34094	31	673684.793394	644529.08841	904619.099549	937794.764772	586691.858031	694668.812989	641502.488313	1181667.50562	500395.448549	834469.002444
844	1	sp|P28654|PGS2_MOUSE	 	 	sp|P28653|PGS1_MOUSE, sp|P28654|PGS2_MOUSE	 	48.6	354	39809	Decorin OS=Mus musculus GN=Dcn PE=1 SV=1	304	300	0.987	82	80	76	66	82	80	74	64	82.000	80.000	75.451	65.347	82	5361402.9639	13085234.7157	5082744.16419	6642368.99731	5752833.21716	6574151.41595	6226816.01978	7343842.95478	8973368.94751	3915687.21576	80	5671400.82629	7317100.20621	5659860.9751	6008731.52966	4537784.6482	5521092.4259	4588757.11505	5103855.00647	5147717.60132	4780137.09839	74	10307791.1268	13437258.3986	6178380.37103	7302350.63147	5408251.56533	9037221.62311	9712409.54309	5703172.64545	9149120.11597	9257677.04932	64	8450427.56128	7518189.82782	11732508.4924	5483780.99176	7352219.1081	8641208.27209	7541381.15588	5818745.2981	9520582.54035	5967047.03406
845	1	sp|P28656|NP1L1_MOUSE	 	 	sp|P28656|NP1L1_MOUSE, sp|Q78ZA7|NP1L4_MOUSE	 	45.5	391	45345	Nucleosome assembly protein 1-like 1 OS=Mus musculus GN=Nap1l1 PE=1 SV=2	120	104	0.867	35	28	28	29	31	24	25	24	33.638	26.462	26.786	27.000	31	1605547.53149	653805.561218	1676979.0321	1064946.26044	1213923.96655	1015294.09241	752300.744508	954840.826783	636710.347776	900867.599364	24	979696.925416	519273.11795	957771.178467	578893.138917	800531.55719	747422.369631	447773.622802	866695.926636	1067299.40735	1080157.52905	25	1014582.62799	791372.022492	927279.720032	1207350.73309	1219726.08496	671380.320373	1041094.36163	521686.501983	865175.413085	1111642.70746	24	1039638.35058	600821.361388	507484.326325	700428.650025	737012.680908	933387.026002	586335.690185	1004407.59766	509467.014158	605128.100219
846	1	sp|P28658|ATX10_MOUSE	 	 	 	 	21.3	475	53706	Ataxin-10 OS=Mus musculus GN=Atxn10 PE=1 SV=2	32	32	1.000	9	8	6	9	9	8	6	9	9.000	8.000	6.000	9.000	9	76387.008057	86593.013917	119134.972168	78541.765869	70859.19763	70874.227783	70327.904053	69754.661377	70871.233398	51882.724548	8	54402.011596	33802.337646	47902.545898	55609.040101	38129.60376	39415.869508	51178.896302	41717.795166	27766.726989	44175.16028	6	29925.015685	36990.230713	32152.184266	12085.470642	45807.771607	14750.743774	29785.23761	10079.42688	31619.447875	12794.046996	9	34393.409424	39671.961547	49989.085206	51310.352662	52406.012878	37099.350891	37865.607056	64135.539796	35409.414917	46086.967286
847	1	sp|P28659|CELF1_MOUSE	 	 	sp|P28659|CELF1_MOUSE, sp|Q9Z0H4|CELF2_MOUSE	 	8.0	486	52107	CUGBP Elav-like family member 1 OS=Mus musculus GN=Celf1 PE=1 SV=2	9	7	0.778	1	4	1	3	1	3	1	2	1.000	3.300	1.000	2.250	1	14138.041992	19918.347656	18210.003906	12619.439453	10662.96875	13425.231445	12569.647461	13048.047852	15072.900391	13227.911133	3	139603.265137	99981.317139	124189.394531	103615.118896	92210.889648	133556.443116	154731.248291	90425.13623	76612.462158	101145.369141	1	10789.333008	8041.817383	8173.667969	6367.342773	8471.415039	8253.564453	5718.660156	10079.683594	9155.671875	12388.977539	2	28832.359863	25704.759765	34137.303711	30552.854492	23982.429199	31038.158203	23378.585938	35771.844726	26644.423828	34027.904296
848	1	sp|P28660|NCKP1_MOUSE	 	 	 	 	19.5	1128	128783	Nck-associated protein 1 OS=Mus musculus GN=Nckap1 PE=1 SV=2	57	57	1.000	16	11	17	13	16	11	17	13	16.000	11.000	17.000	13.000	16	321409.38025	236528.070772	348978.566651	253251.280272	279225.778228	243898.699615	247163.821472	239321.041505	231861.170868	206326.859223	11	233611.204102	124167.416994	207530.355834	175614.928466	175442.019043	166981.385742	108510.567384	197245.543212	193352.421386	223266.488402	17	364392.927735	273339.464479	344511.536377	259507.510742	350391.095948	314662.065674	326550.729493	260681.046388	310953.370726	393593.520266	13	248432.927737	177785.197754	180529.227905	174379.217285	209389.247071	228724.95044	166205.34259	228855.698243	167186.383913	198983.942719
849	1	sp|P28661|SEPT4_MOUSE	 	 	sp|O55131|SEPT7_MOUSE, sp|P28661|SEPT4_MOUSE, sp|Q9Z2Q6|SEPT5_MOUSE	 	29.3	478	54935	Septin-4 OS=Mus musculus GN=Sept4 PE=1 SV=1	33	29	0.879	7	6	12	8	6	5	10	8	6.667	5.625	10.947	8.000	6	105298.101563	121258.131164	164343.53955	100112.923098	102775.712892	108883.645751	91190.755859	102245.027831	107786.809938	101093.360107	5	142395.449219	97815.455201	122374.21753	108480.074463	102233.442626	119564.209717	55694.518678	92590.569702	116733.997314	145902.096557	10	354074.314941	254817.44989	310831.02588	304163.353515	368724.620605	304045.180176	296926.551757	389066.24646	321337.418824	396450.467407	8	140877.389281	99418.06604	112187.529907	104613.490234	118010.089232	132227.828124	100447.514283	146728.14038	99599.118042	129280.797974
852	1	sp|P28740|KIF2A_MOUSE	 	 	 	 	3.4	705	79755	Kinesin-like protein KIF2A OS=Mus musculus GN=Kif2a PE=1 SV=2	6	6	1.000	3	1	1	1	3	1	1	1	3.000	1.000	1.000	1.000	3	6111.575439	4044.459472	5442.268554	6130.661133	5300.272583	5924.077393	5920.206787	3099.80896	5816.802246	5202.475342	1	6098.360352	3690.128418	5592.12207	6268.678711	5140.480469	3772.078369	4484.572754	4572.910156	5173.716309	5446.865723	1	6855.931152	5902.205078	8553.927734	6106.458496	7941.841797	5864.668457	6464.920898	4141.541504	6029.312012	6667.173828	1	8660.404297	6044.195801	5106.429199	6323.77832	5104.908691	8302.063477	6036.896973	9569.681641	4893.822754	7644.905273
853	1	sp|P28741|KIF3A_MOUSE	 	 	sp|B1AVY7|KI16B_MOUSE, sp|P28741|KIF3A_MOUSE	 	6.6	701	80169	Kinesin-like protein KIF3A OS=Mus musculus GN=Kif3a PE=1 SV=2	11	9	0.818	3	3	2	3	3	3	1	2	3.000	3.000	1.500	2.667	3	8450.281982	4964.410035	9897.821777	7418.709717	5756.576783	7524.252441	5809.864868	7511.064453	5906.757324	6591.165771	3	18502.787109	18142.394897	19723.05487	20823.003296	15358.421814	15842.526428	13354.496094	18531.609711	19222.826416	21717.118652	1	11837.224609	6892.354492	5976.23291	10657.100586	12913.160156	10005.59375	7874.713379	6865.37793	8984.645508	12227.03418	2	11976.721435	8081.95752	6274.15033	8011.919434	4827.449615	12289.87085	7800.180176	10666.341797	8338.786011	14213.302551
854	1	sp|P28828|PTPRM_MOUSE	 	 	 	 	11.0	1452	163652	Receptor-type tyrosine-protein phosphatase mu OS=Mus musculus GN=Ptprm PE=1 SV=2	19	19	1.000	4	7	5	3	4	7	5	3	4.000	7.000	5.000	3.000	4	14236.228883	13274.994263	11590.640746	15334.764343	16703.958984	15253.907105	15140.188232	15624.479248	15818.89978	16836.0365	7	105372.538086	88368.269044	98637.5542	78208.283934	82000.914795	93270.281251	82596.480713	65340.020508	120225.0625	107982.274658	5	74671.427491	55427.497803	49368.750244	70208.010743	51109.354247	63418.971924	66332.870606	75101.205078	62538.028076	69203.651366	3	28306.658203	19306.591553	17545.681641	17925.493286	21263.30484	20432.381714	16730.552124	17562.318908	19845.911988	24490.481934
855	1	sp|P28843|DPP4_MOUSE	 	 	 	 	34.2	760	87436	Dipeptidyl peptidase 4 OS=Mus musculus GN=Dpp4 PE=1 SV=3	86	86	1.000	25	22	19	20	25	22	19	20	25.000	22.000	19.000	20.000	25	1221769.23663	1280284.98627	1449884.70557	1512509.77454	1897178.92517	1346280.93579	1508283.99335	1373652.57239	1563317.20538	1108288.79663	22	1714903.96606	1310334.24914	1338030.23853	1656217.29419	1078034.63391	1127612.9834	592336.634765	1043337.11841	1031987.08447	1595394.35449	19	1949344.17383	2240502.77783	1458994.15656	1256858.86743	1184145.19037	1152701.81665	1785969.19263	1698585.18323	1729367.29883	1745247.92896	20	978730.386476	945155.655029	1179990.25268	720731.430176	1196820.81543	1083762.19458	902346.337889	872293.180175	971303.259641	1123999.96948
856	1	sp|P28867|KPCD_MOUSE	 	 	sp|P16054|KPCE_MOUSE, sp|P20444|KPCA_MOUSE, sp|P28867|KPCD_MOUSE	 	11.9	674	77546	Protein kinase C delta type OS=Mus musculus GN=Prkcd PE=1 SV=3	15	14	0.933	2	6	4	3	2	6	3	3	2.000	6.000	3.500	3.000	2	12248.341553	6982.825439	8753.1958	8227.108154	9016.276367	10046.371582	8095.676514	8097.489014	4520.541687	12792.203614	6	138990.882323	123954.735594	124396.072266	141123.747315	102021.023927	112576.106811	88367.369019	188110.013428	104140.67456	101031.031983	3	40511.734375	30817.664063	39924.794922	40003.831055	49854.499023	31738.438965	37631.511719	26316.703614	31496.161133	49030.859375	3	41268.648927	29493.983399	28818.340332	36573.896972	31926.184082	42196.297852	26545.752441	51833.432617	28238.794434	33061.947267
857	1	sp|P29341|PABP1_MOUSE	 	 	 	 	39.2	636	70670	Polyadenylate-binding protein 1 OS=Mus musculus GN=Pabpc1 PE=1 SV=2	106	106	1.000	26	25	30	25	26	25	30	25	26.000	25.000	30.000	25.000	26	1264760.48401	1242444.0929	1487880.30786	1584106.88245	1246567.81763	1171458.71814	1164954.73181	1166951.09616	1177782.41662	1066169.22681	25	1274564.89545	1102029.92999	1188789.19727	1262002.51453	964146.528075	1111054.99762	638454.539429	1260548.76001	895975.489016	1062968.70532	30	1761514.99829	1508153.2002	1579307.7915	1484835.36939	1761581.27027	1607629.6214	1304163.65881	1364339.84546	1539977.71924	1822514.26953	25	1239348.02063	946809.054446	1019978.71082	1004758.69629	1093425.92407	1285252.6416	933445.896485	1304526.34546	984149.200684	1075236.63574
858	1	sp|P29351|PTN6_MOUSE	 	 	 	 	29.9	595	67558	Tyrosine-protein phosphatase non-receptor type 6 OS=Mus musculus GN=Ptpn6 PE=1 SV=2	53	53	1.000	14	15	13	11	14	15	13	11	14.000	15.000	13.000	11.000	14	486469.552856	297439.840699	510402.511353	228689.693237	228927.905854	334572.61853	207811.907317	344387.096741	316031.324462	359096.42041	15	565125.026001	284611.437989	441196.581118	839021.148316	359992.015656	263661.632691	332662.430909	770438.115236	293031.74414	530053.165285	13	346828.295653	215319.486084	424174.369628	153269.205567	519971.576659	184807.493408	235310.620239	221500.817384	328896.598632	353267.028076	11	192536.201904	165073.395875	210224.744446	226054.003602	185386.008789	214166.080934	160537.958864	356904.302979	114385.232544	192641.621888
859	1	sp|P29387|GBB4_MOUSE	 	 	sp|P29387|GBB4_MOUSE, sp|P62874|GBB1_MOUSE, sp|P62880|GBB2_MOUSE, sp|Q61011|GBB3_MOUSE	 	22.6	340	37379	Guanine nucleotide-binding protein subunit beta-4 OS=Mus musculus GN=Gnb4 PE=1 SV=4	43	5	0.116	13	12	10	8	1	2	1	1	1.753	2.637	1.682	1.511	1	4630.34375	5044.447754	4583.013672	9835.6875	9815.274414	8625.518555	9165.742188	8880.619141	8542.973633	4356.87207	2	35180.548828	20212.32959	21811.894531	16465.776855	20960.925781	24662.9375	18504.408692	35612.549804	23818.886719	17431.259765	1	23997.574219	26684.240234	26266.617188	28236.453125	15492.423828	24623.71875	29182.335938	14249.667969	19840.066406	21697.025391	1	15361.420898	11246.020508	11490.655273	7732.88916	12149.163086	11994.268555	10628.785156	7118.246094	15072.350586	11706.768555
860	1	sp|P29391|FRIL1_MOUSE	 	 	 	 	59.6	183	20802	Ferritin light chain 1 OS=Mus musculus GN=Ftl1 PE=1 SV=2	99	99	1.000	24	25	23	27	24	25	23	27	24.000	25.000	23.000	27.000	24	4795650.9773	2703388.80811	2744595.17017	3329973.02307	3455189.25659	2673759.36487	2500884.95019	2806086.72778	1770664.01239	3739667.60523	25	2441434.26489	2033313.11328	3224948.47729	2056316.87293	2545913.45019	1982068.52234	2350673.5835	1430836.01953	3583533.19409	3009874.67139	23	2709041.00122	2048175.93066	1286450.10547	2390113.97217	1498221.41528	2708991.54883	2636232.89881	3482320.83472	2357425.35437	4759134.09619	27	3214056.34363	1813183.81921	1547498.68491	1328158.49664	1865365.74023	3970355.33899	1712217.0304	1397797.05954	1636551.37597	2417978.48605
861	1	sp|P29416|HEXA_MOUSE	 	 	 	 	23.5	528	60612	Beta-hexosaminidase subunit alpha OS=Mus musculus GN=Hexa PE=1 SV=2	31	31	1.000	9	11	5	6	9	11	5	6	9.000	11.000	5.000	6.000	9	71368.293335	47571.742188	83257.41626	61600.040161	62036.337159	86690.235839	60652.947876	72423.235229	75076.507417	65067.03015	11	196630.087646	132111.872192	160606.364381	206857.091552	130439.180176	123027.885376	139976.146728	258017.241822	101208.475831	168510.241212	5	61655.424805	66906.998535	75480.025147	29829.138305	71443.195313	49207.307251	61789.760253	27707.397217	55990.834839	34762.502197	6	46415.402344	45978.426758	56130.18164	53967.033691	57885.767577	46741.313965	46873.379394	68733.912599	56111.069824	53923.292968
862	1	sp|P29452|CASP1_MOUSE	 	 	 	 	25.9	402	45640	Caspase-1 OS=Mus musculus GN=Casp1 PE=1 SV=1	34	34	1.000	10	10	9	5	10	10	9	5	10.000	10.000	9.000	5.000	10	98870.308838	50532.382202	122192.612306	57219.922852	62768.077758	64310.659179	54547.996949	62580.407959	44327.961852	67832.779053	10	113452.701232	77443.972778	114353.882691	111909.223877	93307.498291	87436.249847	95623.651978	80426.972717	88974.76651	118680.442076	9	101590.164978	85310.320923	74885.351074	77508.147889	160153.116211	64880.347412	85958.624877	72725.909058	86982.020995	120656.974732	5	32243.929443	30165.888794	29440.065674	36388.312988	36379.414794	32660.573974	27949.091798	52268.793946	29204.447145	31134.934936
863	1	sp|P29533|VCAM1_MOUSE	 	 	 	 	8.7	739	81317	Vascular cell adhesion protein 1 OS=Mus musculus GN=Vcam1 PE=1 SV=1	8	8	1.000	2	1	4	1	2	1	4	1	2.000	1.000	4.000	1.000	2	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	1	15586.734375	15898.479492	13625.958008	20295.142578	12152.120117	13701.755859	10186.804688	16978.386719	7396.634277	14212.290039	4	37238.084473	33754.573241	43368.20459	26935.738281	45624.333008	29742.168945	31937.374023	22181.983642	32550.041504	30866.185547	1	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
864	1	sp|P29621|SPA3C_MOUSE	 	 	sp|P07759|SPA3K_MOUSE, sp|P29621|SPA3C_MOUSE, sp|Q03734|SPA3M_MOUSE, sp|Q91WP6|SPA3N_MOUSE	 	28.5	417	46765	Serine protease inhibitor A3C OS=Mus musculus GN=Serpina3c PE=2 SV=1	117	18	0.154	38	26	28	25	5	5	5	3	6.081	6.360	5.926	4.028	5	52397.547364	49515.029298	67819.723143	34888.939209	45993.234375	47987.438965	48674.011963	42844.861328	44890.294433	37524.324463	5	87411.635499	76460.054444	100232.894531	59904.829101	83839.21704	95642.964844	98379.947266	90921.793945	91461.594726	93379.677979	5	78325.956054	77429.422607	77793.955566	61118.26123	101106.795899	71177.750977	74610.616698	35267.841309	67332.00293	57364.091552	3	37894.915283	31361.01648	34613.757324	39426.984253	37726.15039	30747.19104	31120.984375	61534.243896	38153.640015	29221.452759
865	1	sp|P29699|FETUA_MOUSE	 	 	 	 	55.1	345	37325	Alpha-2-HS-glycoprotein OS=Mus musculus GN=Ahsg PE=1 SV=1	154	154	1.000	40	39	36	39	40	39	36	39	40.000	39.000	36.000	39.000	40	8545907.99847	11670088.8241	10086566.2943	7912803.59167	8900411.37537	9177893.06714	8605459.08936	9210129.38812	8913371.71192	11231612.3315	39	12981997.648	10308296.4314	10548168.5211	15218880.3739	8854184.80139	12841984.9778	8165614.71216	11241295.6063	12217256.454	19132255.4735	36	3941307.29968	3579269.60321	2540196.31006	1786342.39185	2518416.57269	2900124.78861	3778609.79458	2656750.92524	3347906.13	2428901.99615	39	5223464.18793	4905378.11011	6524596.90063	4004298.85828	5493539.73239	5249077.26367	4906249.69492	4238581.61835	5614377.64264	6101047.13708
866	1	sp|P29758|OAT_MOUSE	 	 	 	 	55.8	439	48354	Ornithine aminotransferase, mitochondrial OS=Mus musculus GN=Oat PE=1 SV=1	108	108	1.000	24	33	25	26	24	33	25	26	24.000	33.000	25.000	26.000	24	1143229.76429	1098122.67212	1014953.4429	1047891.75903	956317.706575	1060031.34778	1089784.10327	1126307.29846	1171500.7771	794111.078187	33	1215670.98248	1491610.82056	1122906.60333	1033721.80579	948686.784697	1537957.10675	977019.822084	1594840.50171	1063268.59171	922315.545533	25	1457895.20325	1252772.83948	1332691.69098	1505329.61121	995639.601349	1554974.29517	1179857.52026	933122.331605	1305718.7887	1152973.19519	26	1382545.87671	1038806.8656	1106036.39648	971396.013304	1136102.32248	1040448.32608	1026140.19587	1018438.06128	1404436.50733	986186.266967
867	1	sp|P29788|VTNC_MOUSE	 	 	 	 	20.3	478	54848	Vitronectin OS=Mus musculus GN=Vtn PE=1 SV=2	48	48	1.000	11	13	9	15	11	13	9	15	11.000	13.000	9.000	15.000	11	87201.222656	226388.925781	131128.615724	117764.742675	153414.001954	574083.059082	485781.648438	968775.933105	826650.597656	1110390.56152	13	200460.032714	192041.326661	182846.852539	321355.04541	151078.968019	182568.800537	87495.438659	115252.638428	145888.576417	201214.341798	9	258817.580568	283624.329102	185647.771973	243433.944824	219009.325684	530575.569824	398059.281005	801866.082519	727465.184571	643221.452148	15	236637.310914	232672.022828	342694.632325	191637.466431	221807.737795	235341.333739	233520.341798	254769.083618	278350.439696	336883.064942
868	1	sp|P30115|GSTA3_MOUSE	 	 	sp|P10648|GSTA2_MOUSE, sp|P13745|GSTA1_MOUSE, sp|P24472|GSTA4_MOUSE, sp|P30115|GSTA3_MOUSE	 	38.9	221	25360	Glutathione S-transferase A3 OS=Mus musculus GN=Gsta3 PE=1 SV=2	88	84	0.955	22	23	28	15	21	22	26	15	22.000	22.957	27.867	15.000	21	1686256.72681	3345368.90137	1772091.85913	1945261.24194	1647980.88354	2196131.91528	2227983.38184	2492996.96265	3627738.95947	1511041.27832	22	3382265.40344	3619605.05908	3077580.1875	4071599.79321	2538762.05334	3758348.27551	3337108.44373	2324109.56674	1833697.26196	2432992.85617	26	2766360.44775	3453636.53515	1908460.01099	2528082.87647	1068995.85431	3262179.36646	2382763.98901	1838384.67529	2256732.62256	1464992.63025	15	1934125.27319	2155611.17041	3612924.29346	1666589.74707	1958369.68946	1355504.04785	2130536.71729	1070179.89453	2864180.51465	1742041.71387
